Sierra Valley Data File: Sierraville Ranger Station

// tmax stations are:
//   Sierraville Ranger Station
tmax 1

// tmin stations are:
//   Sierraville Ranger Station
tmin 1

// precip stations are:
//   Sierraville Ranger Station
precip 1

#########################################################################
1989 10 1 0 0 0 17.05 -1.53 7.77
1989 10 2 0 0 0 13.00 -0.91 14.31
1989 10 3 0 0 0 14.17 -3.67 0.00
1989 10 4 0 0 0 17.77 -3.66 0.00
1989 10 5 0 0 0 20.78 -0.78 0.00
1989 10 6 0 0 0 21.62 -0.16 0.00
1989 10 7 0 0 0 22.38 1.76 0.00
1989 10 8 0 0 0 24.14 1.71 0.00
1989 10 9 0 0 0 25.14 3.99 0.00
1989 10 10 0 0 0 24.50 3.74 0.00
1989 10 11 0 0 0 23.50 2.08 0.00
1989 10 12 0 0 0 22.22 1.92 0.00
1989 10 13 0 0 0 21.26 0.70 0.00
1989 10 14 0 0 0 21.08 1.09 0.00
1989 10 15 0 0 0 19.43 -1.47 0.00
1989 10 16 0 0 0 20.61 0.23 0.00
1989 10 17 0 0 0 22.20 0.39 0.00
1989 10 18 0 0 0 24.06 2.53 0.00
1989 10 19 0 0 0 23.78 3.48 0.00
1989 10 20 0 0 0 18.41 2.05 0.00
1989 10 21 0 0 0 10.52 -2.02 18.76
1989 10 22 0 0 0 10.61 -2.93 20.85
1989 10 23 0 0 0 9.39 -2.56 27.41
1989 10 24 0 0 0 7.66 -3.71 7.34
1989 10 25 0 0 0 6.63 -7.41 1.67
1989 10 26 0 0 0 8.84 -7.78 0.69
1989 10 27 0 0 0 9.80 -4.83 0.51
1989 10 28 0 0 0 9.90 -7.94 0.00
1989 10 29 0 0 0 11.18 -7.76 0.00
1989 10 30 0 0 0 14.46 -7.01 0.00
1989 10 31 0 0 0 14.30 -6.94 0.00
1989 11 1 0 0 0 13.58 -7.26 0.00
1989 11 2 0 0 0 14.37 -5.89 0.00
1989 11 3 0 0 0 13.72 -5.22 0.00
1989 11 4 0 0 0 18.01 -2.14 0.00
1989 11 5 0 0 0 12.86 -5.12 0.00
1989 11 6 0 0 0 12.51 -7.01 0.00
1989 11 7 0 0 0 10.63 -7.55 0.00
1989 11 8 0 0 0 15.68 -7.01 0.00
1989 11 9 0 0 0 18.29 -3.27 0.00
1989 11 10 0 0 0 20.22 -1.77 0.00
1989 11 11 0 0 0 19.91 -0.63 0.00
1989 11 12 0 0 0 16.01 -1.98 0.00
1989 11 13 0 0 0 14.52 -4.69 0.00
1989 11 14 0 0 0 13.26 -6.51 0.00
1989 11 15 0 0 0 15.75 -5.67 0.00
1989 11 16 0 0 0 13.97 -4.95 0.00
1989 11 17 0 0 0 12.92 -3.71 0.00
1989 11 18 0 0 0 15.89 -5.95 0.00
1989 11 19 0 0 0 17.88 -2.70 0.00
1989 11 20 0 0 0 19.51 -1.34 0.00
1989 11 21 0 0 0 17.10 -1.95 0.00
1989 11 22 0 0 0 16.33 -3.15 0.60
1989 11 23 0 0 0 12.27 -4.63 4.03
1989 11 24 0 0 0 8.57 -6.02 35.78
1989 11 25 0 0 0 6.61 -7.84 22.59
1989 11 26 0 0 0 5.18 -12.52 7.54
1989 11 27 0 0 0 2.95 -13.52 0.00
1989 11 28 0 0 0 7.66 -11.04 0.00
1989 11 29 0 0 0 9.39 -9.01 0.00
1989 11 30 0 0 0 9.28 -8.35 0.00
1989 12 1 0 0 0 10.65 -7.09 0.00
1989 12 2 0 0 0 12.75 -6.72 0.00
1989 12 3 0 0 0 14.54 -4.50 0.00
1989 12 4 0 0 0 12.26 -4.78 0.00
1989 12 5 0 0 0 11.67 -4.32 0.00
1989 12 6 0 0 0 8.30 -6.72 0.00
1989 12 7 0 0 0 13.67 -6.15 0.00
1989 12 8 0 0 0 11.12 -4.19 0.00
1989 12 9 0 0 0 9.87 -6.19 0.00
1989 12 10 0 0 0 5.94 -10.97 0.00
1989 12 11 0 0 0 5.01 -12.88 0.00
1989 12 12 0 0 0 9.53 -9.86 0.00
1989 12 13 0 0 0 9.05 -8.77 0.00
1989 12 14 0 0 0 10.57 -8.36 0.00
1989 12 15 0 0 0 14.43 -6.27 0.00
1989 12 16 0 0 0 9.55 -8.15 0.00
1989 12 17 0 0 0 11.24 -7.82 0.00
1989 12 18 0 0 0 8.65 -8.82 0.00
1989 12 19 0 0 0 9.92 -9.05 0.00
1989 12 20 0 0 0 11.03 -7.86 0.00
1989 12 21 0 0 0 10.78 -6.44 0.00
1989 12 22 0 0 0 11.72 -7.83 0.00
1989 12 23 0 0 0 12.30 -5.28 0.00
1989 12 24 0 0 0 12.38 -6.06 0.00
1989 12 25 0 0 0 11.86 -6.61 0.00
1989 12 26 0 0 0 13.49 -5.82 0.00
1989 12 27 0 0 0 9.92 -7.51 0.00
1989 12 28 0 0 0 5.02 -10.03 0.00
1989 12 29 0 0 0 4.97 -11.83 0.00
1989 12 30 0 0 0 10.15 -9.22 0.00
1989 12 31 0 0 0 7.13 -5.86 0.00
1990 1 1 0 0 0 3.09 -8.41 1.02
1990 1 2 0 0 0 0.24 -12.54 0.82
1990 1 3 0 0 0 2.55 -14.01 0.00
1990 1 4 0 0 0 7.15 -11.56 0.00
1990 1 5 0 0 0 9.46 -8.93 0.00
1990 1 6 0 0 0 7.68 -6.40 0.00
1990 1 7 0 0 0 8.26 -4.02 14.83
1990 1 8 0 0 0 8.63 -2.77 1.44
1990 1 9 0 0 0 12.07 -4.81 0.00
1990 1 10 0 0 0 14.88 -3.13 0.00
1990 1 11 0 0 0 12.99 -1.45 1.22
1990 1 12 0 0 0 8.84 -2.85 8.88
1990 1 13 0 0 0 6.25 -4.93 16.75
1990 1 14 0 0 0 4.27 -7.45 3.19
1990 1 15 0 0 0 4.14 -8.83 2.65
1990 1 16 0 0 0 1.42 -10.68 2.82
1990 1 17 0 0 0 2.41 -11.93 0.33
1990 1 18 0 0 0 3.29 -11.73 0.00
1990 1 19 0 0 0 3.34 -13.01 0.00
1990 1 20 0 0 0 4.59 -12.46 0.00
1990 1 21 0 0 0 7.92 -9.82 0.00
1990 1 22 0 0 0 8.86 -6.87 0.00
1990 1 23 0 0 0 9.00 -6.48 0.00
1990 1 24 0 0 0 7.73 -8.45 0.00
1990 1 25 0 0 0 9.31 -6.79 0.00
1990 1 26 0 0 0 4.88 -10.06 0.71
1990 1 27 0 0 0 5.51 -12.16 0.00
1990 1 28 0 0 0 8.80 -8.21 0.00
1990 1 29 0 0 0 8.05 -8.61 0.00
1990 1 30 0 0 0 3.49 -10.31 10.42
1990 1 31 0 0 0 1.98 -14.80 1.90
1990 2 1 0 0 0 2.10 -11.51 1.97
1990 2 2 0 0 0 4.53 -13.10 0.00
1990 2 3 0 0 0 5.53 -7.91 9.35
1990 2 4 0 0 0 3.25 -11.51 9.15
1990 2 5 0 0 0 5.69 -12.05 2.79
1990 2 6 0 0 0 1.91 -12.04 0.45
1990 2 7 0 0 0 0.44 -16.31 0.00
1990 2 8 0 0 0 3.75 -13.83 0.00
1990 2 9 0 0 0 8.13 -8.91 0.00
1990 2 10 0 0 0 11.77 -4.88 0.00
1990 2 11 0 0 0 14.71 -3.91 0.00
1990 2 12 0 0 0 8.57 -9.39 0.00
1990 2 13 0 0 0 -0.44 -14.14 0.36
1990 2 14 0 0 0 -2.51 -18.17 0.00
1990 2 15 0 0 0 1.81 -17.54 1.53
1990 2 16 0 0 0 1.87 -11.98 47.27
1990 2 17 0 0 0 -0.14 -14.72 6.39
